itemid,category,datelisted,description,name,merchantid,price
KDPVE,Transportation,2022-04-14,make a great gift for kids 3 to 7 years olds,Transportation 949191102,9WYAI,666.15
4SGT8,Transportation,2022-02-17,,Transportation 66517389,1E2BT,1012.37
P0ET6,Transportation,2022-06-18,,Transportation 8592777,PHPNC,365.67
TA0P2,Transportation,2022-10-01,For your lovely pet,Transportation 61917454,29003,299.6
AVOW8,Transportation,2022-10-08,Set of 12,Transportation 73064389,LQ8DW,270.89
O3HOJ,Transportation,2022-03-28,,Transportation 93640996,FUR3X,460.67
FEA30,Transportation,2022-08-20,,Transportation 652160402,FRH4L,169.85
CLAVN,Transportation,2022-06-12,For your lovely pet,Transportation 880199941,FXVJ8,1760.29
C96GY,Transportation,2022-04-07,,Transportation 873116121,NKKLD,1707.98
X7E7Y,Transportation,2022-08-25,For your lovely pet,Transportation 692123630,DNCLE,675.16
5C8TU,Transportation,2022-01-23,For your lovely pet,Transportation 78585969,NKKLD,1767.19
G8KW4,Transportation,2022-06-27,,Transportation 66541104,8EBHM,822.26
VFKLZ,Transportation,2022-10-16,For everyday office use,Transportation 840110437,8F6ZS,818.32
IULJR,Transportation,2022-05-08,,Transportation 70221273,X342E,213.17
O3I8K,Transportation,2022-01-31,"Unbox the package to find a soft, plush, sparkly doll!",Transportation 757190594,0BMS5,1456.41
DGOZI,Transportation,2022-06-25,,Transportation 974140471,SAZF9,859.74
CI62X,Transportation,2022-09-07,100% Synthetic,Transportation 564167984,69SJG,75.36
NPBBS,Transportation,2022-02-21,,Transportation 539191954,51WHM,1014.22
XUF5X,Transportation,2022-08-18,Professional quality at its best  the best materials to update your cooking!,Transportation 540173242,5XI94,1513.36
Q9VTV,Transportation,2022-03-16,,Transportation 651117547,AWFGJ,146.89
ZLYJB,Transportation,2022-06-18,,Transportation 51644160,GZ97S,62.2
W6LKJ,Transportation,2022-10-21,,Transportation 78119491,FQUO1,1839.53
2K9OY,Transportation,2022-04-25,For your lovely pet,Transportation 523108404,P1ZUA,1643.29
AP0H1,Transportation,2022-03-19,,Transportation 80372134,87BU7,653.31
K9HPU,Transportation,2022-05-17,100% Cotton,Transportation 85112693,19J34,1420.84
Q98UL,Transportation,2022-01-30,Reams of high-bandwidth DDR4 RAM,Transportation 586182529,1VT3O,819.98
7Z4PJ,Transportation,2022-03-25,,Transportation 672155571,7VWUB,1445.54
Y132X,Transportation,2022-01-19,,Transportation 7751778,TYD9O,712.49
47KBB,Transportation,2022-05-10,100% Cotton,Transportation 522168676,F1I7H,1177.46
U6WS8,Transportation,2022-04-28,,Transportation 859195145,AZB2M,1688.89
K4488,Transportation,2022-05-08,,Transportation 746195694,V2EVU,305.44
G0OYO,Transportation,2022-01-06,,Transportation 67991931,DI0C5,1726.12
YRX7J,Transportation,2022-08-20,,Transportation 970168824,L18JT,496.47
4M3R4,Transportation,2022-04-01,For your lovely pet,Transportation 833196508,1MXH9,490.0
9U8NA,Transportation,2022-09-17,100% Synthetic,Transportation 79812334,Y4RHZ,1506.29
VOVCG,Transportation,2022-02-05,,Transportation 90349675,Q1X68,1799.11
935R6,Transportation,2022-06-02,,Transportation 895145671,K52E6,1607.51
7QRDA,Transportation,2022-08-21,,Transportation 960196597,JCA8Q,783.17
ELZBH,Transportation,2022-01-12,,Transportation 51969653,XYUHX,1213.4
37J9D,Transportation,2022-06-13,,Transportation 73716342,XU609,367.41
HVRXR,Transportation,2022-03-20,11th Gen Intel Core i5-1135G7,Transportation 73992522,MQBSG,695.34
D7RTY,Transportation,2022-05-19,For your lovely pet,Transportation 919164440,84ZNK,1434.27
WZS7Q,Transportation,2022-04-06,,Transportation 700128988,84ZNK,160.81
QH3L9,Transportation,2022-09-02,,Transportation 593162904,6GSGP,1427.34
JO0TU,Transportation,2022-03-13,,Transportation 7261973,QMHWG,540.64
N4SUN,Transportation,2022-03-18,"Daily use helps to clean the skin, effectively eliminating acne and blackhead",Transportation 84925378,EBQH2,878.15
AD1TT,Transportation,2022-04-29,,Transportation 78553025,C0UHU,477.56
M5CMB,Transportation,2022-03-12,,Transportation 50535110,3DEPB,506.72
WMPX7,Transportation,2022-07-13,,Transportation 91629358,DAWJW,1982.97
ABYZN,Transportation,2022-06-21,make a great gift for kids 3 to 7 years olds,Transportation 79768083,I8U4Z,1145.91
04W8S,Transportation,2022-09-25,For your lovely pet,Transportation 84091451,DPGAP,473.14
7UH59,Transportation,2022-10-11,One of a kind stainless steel,Transportation 806109806,ARWEB,1405.26
G337T,Transportation,2022-08-29,"Unbox the package to find a soft, plush, sparkly doll!",Transportation 945180829,6PA04,1549.77
3KMID,Transportation,2022-07-20,make a great gift for kids 3 to 7 years olds,Transportation 77284065,8RY42,15.24
V3N5P,Transportation,2022-10-05,,Transportation 66948440,V87IG,1120.59
OV6F5,Transportation,2022-09-17,Set of 12,Transportation 99393616,LV4UC,1012.14
LQQIW,Transportation,2022-10-19,,Transportation 781175986,VKCWC,1833.98
7N8JR,Transportation,2022-03-17,for everyday use,Transportation 991151790,T4T3I,1550.7
UNMDC,Transportation,2022-04-04,100% Synthetic,Transportation 52793648,GZ97S,594.35
OOC8B,Transportation,2022-05-27,For your lovely pet,Transportation 765190206,QR19G,1279.5
S8LGJ,Transportation,2022-09-23,,Transportation 88472170,G06XS,1974.65
NMUVM,Transportation,2022-04-09,For everyday office use,Transportation 579105918,AADER,511.51
U0UW2,Transportation,2022-03-20,,Transportation 64919270,Y1GW1,832.91
RORDN,Transportation,2022-04-27,,Transportation 97745083,YDZC3,1502.35
8384T,Transportation,2022-08-03,For everyday office use,Transportation 90029617,LZAU3,1216.91
76KQY,Transportation,2022-02-17,,Transportation 531158762,BW3MU,400.91
09EOC,Transportation,2022-09-25,make a great gift for kids 3 to 7 years olds,Transportation 888157412,QX1AY,1650.22
G8TCR,Transportation,2022-01-31,,Transportation 814182314,DRNO4,1200.73
H9THU,Transportation,2022-05-08,Suitable for all skin types,Transportation 90393542,DDZV9,332.65
1NOU5,Transportation,2022-05-17,"Daily use helps to clean the skin, effectively eliminating acne and blackhead",Transportation 972177211,RVZRR,1809.87
81M3X,Transportation,2022-07-08,,Transportation 750110290,F98VS,1986.11
EL8S5,Transportation,2022-03-31,Professional quality at its best  the best materials to update your cooking!,Transportation 738195501,IBCNI,1640.5
26WTI,Transportation,2022-09-01,make a great gift for kids 3 to 7 years olds,Transportation 89640141,4Z5VC,1966.76
9CMLE,Transportation,2022-04-06,,Transportation 992175904,U4K0S,541.53
52X3Q,Transportation,2022-10-29,,Transportation 8363050,EXO6D,441.53
JX2AB,Transportation,2022-03-14,for everyday use,Transportation 767159161,LHRYU,829.44
0YZUK,Transportation,2022-03-12,,Transportation 746148381,MABWW,1060.8
PMMZV,Transportation,2022-05-11,,Transportation 833143588,12TJH,1957.8
SZZGW,Transportation,2022-02-09,Cushioning provides excellent shock absorption,Transportation 503177640,7TOUB,568.46
X31A3,Transportation,2022-05-03,,Transportation 802164103,JY3X4,1387.6
O0JH0,Transportation,2022-07-05,,Transportation 998101345,RLY94,1236.56
TUSFM,Transportation,2022-04-11,,Transportation 600178096,QLECR,435.26
LEZMP,Transportation,2022-10-03,for everyday use,Transportation 669161564,FUS1Y,1050.14
TLJ1T,Transportation,2022-10-03,"Unbox the package to find a soft, plush, sparkly doll!",Transportation 57429957,5PQAC,462.73
1L75M,Transportation,2022-09-05,for everyday use,Transportation 55057408,SW1FA,646.6
IZ0VC,Transportation,2022-06-02,for everyday use,Transportation 9389933,E189I,608.25
DW7QG,Transportation,2022-02-25,,Transportation 93523702,U4K0S,87.6
K27EV,Transportation,2022-03-28,Imported,Transportation 954176214,EJ8AM,1571.37
BE4ZT,Transportation,2022-10-26,,Transportation 84799246,4MSI6,854.4
XBD45,Transportation,2022-10-13,For everyday office use,Transportation 878190585,G2W79,189.11
56LC6,Transportation,2022-10-26,Imported,Transportation 687136368,LJNGC,596.74
1EHJY,Transportation,2022-01-20,For everyday office use,Transportation 989141660,HGTUB,223.58
R4AQ6,Transportation,2022-02-08,100% Cotton,Transportation 881148241,NKNLM,724.32
6MFEU,Transportation,2022-02-10,,Transportation 921152899,FWVAJ,1845.3
TBQ08,Transportation,2022-08-22,Suitable for all skin types,Transportation 51342430,9CWE6,24.52
FW636,Transportation,2022-10-10,for everyday use,Transportation 50328881,W7QGR,1798.65
MPX9T,Transportation,2022-10-13,,Transportation 87276985,X9W2Z,1713.59
HZHVP,Transportation,2022-07-23,Professional quality at its best  the best materials to update your cooking!,Transportation 80579198,86J10,964.39
D42NK,Transportation,2022-03-23,,Transportation 64631,9R01Y,764.79
WG5RB,Transportation,2022-08-26,,Transportation 75157409,A7G8C,21.24
1VMMR,Transportation,2022-07-22,,Transportation 64839618,1MXH9,199.43
OB4OL,Transportation,2022-08-05,Professional quality at its best  the best materials to update your cooking!,Transportation 994129176,WX9FX,947.6
5AMEJ,Transportation,2022-06-25,,Transportation 62978672,DPGAP,1025.93
2OVDK,Transportation,2022-02-10,Imported,Transportation 85923218,U4K0S,1257.57
FX1CL,Transportation,2022-08-10,For everyday office use,Transportation 774114441,N8P04,279.83
PSECM,Transportation,2022-01-08,,Transportation 802103102,KV5S9,1191.22
SDAE6,Transportation,2022-05-01,Professional quality at its best  the best materials to update your cooking!,Transportation 57943959,GOW8W,205.74
4TPSE,Transportation,2022-03-19,Set of 10,Transportation 79169756,W3UYZ,598.96
KU88L,Transportation,2022-06-05,,Transportation 805161091,CGC2X,1830.26
XFNKK,Transportation,2022-10-28,,Transportation 828138062,51WHM,1055.7
B56ZO,Transportation,2022-02-11,,Transportation 978145782,5NRYI,85.91
B37SY,Transportation,2022-10-03,For your lovely pet,Transportation 61581214,AADER,891.79
7R3FN,Transportation,2022-02-02,,Transportation 96070360,3RNZG,392.31
N35C6,Transportation,2022-01-21,100% Synthetic,Transportation 576191625,C9XKL,1755.78
WP9QF,Transportation,2022-05-10,,Transportation 82937826,0V5C9,655.86
0PAO8,Transportation,2022-03-09,"Unbox the package to find a soft, plush, sparkly doll!",Transportation 691169277,6RCV4,1721.82
TA5NF,Transportation,2022-07-10,For your lovely pet,Transportation 55099437,VKCWC,1960.7
X3PT8,Transportation,2022-05-06,,Transportation 63420134,WX9FX,1330.87
USVSD,Transportation,2022-04-13,,Transportation 6556871,NKKLD,417.71
CF9KC,Transportation,2022-06-14,Set of 10,Transportation 8494690,P9Q6Y,609.33
AG3RM,Transportation,2022-03-20,,Transportation 827165449,LBHMK,1933.63
SC9P7,Transportation,2022-02-28,,Transportation 789167338,UBB1Y,1327.25
5V4K8,Transportation,2022-04-04,Suitable for all skin types,Transportation 68196600,FRH4L,435.79
1QOCI,Transportation,2022-03-11,Machine Wash,Transportation 914148358,L8LC6,972.74
C0ZZE,Transportation,2022-01-15,make a great gift for kids 3 to 7 years olds,Transportation 662116411,3DEPB,870.96
J3E8C,Transportation,2022-08-13,,Transportation 59775510,V5MBV,1503.1
U1G1W,Transportation,2022-01-07,,Transportation 744193096,P283H,1948.17
160KQ,Transportation,2022-08-17,Imported,Transportation 77147572,UEAU3,1622.35
N1POE,Transportation,2022-09-24,,Transportation 87850262,F1I7H,1932.68
UJPPS,Transportation,2022-03-24,,Transportation 928191316,VRWGT,1595.42
2A9Y6,Transportation,2022-02-22,Professional quality at its best  the best materials to update your cooking!,Transportation 682165130,19J34,1180.16
HYLNP,Transportation,2022-02-13,,Transportation 756168800,LQ8DW,1801.5
DUON5,Transportation,2022-08-28,Cushioning provides excellent shock absorption,Transportation 747189372,C78AR,1694.27
XPXKI,Transportation,2022-05-19,,Transportation 669102409,AADER,1099.68
XOD87,Transportation,2022-06-23,Cushioning provides excellent shock absorption,Transportation 916141675,GJK7R,1458.4
1B9HA,Transportation,2022-06-03,,Transportation 88916101,FWB4W,1422.81
JETF5,Transportation,2022-04-11,,Transportation 602117638,QWK5C,1926.23
W7R02,Transportation,2022-05-11,,Transportation 899108275,RJWPA,638.29
U844E,Transportation,2022-06-10,,Transportation 67431094,8X3PV,1738.62
9FI0H,Transportation,2022-08-15,For everyday office use,Transportation 729164056,L18JT,217.54
PG8BV,Transportation,2022-06-17,for everyday use,Transportation 94233868,9FJ8S,1062.12
YQZJ5,Transportation,2022-08-21,Set of 10,Transportation 551108918,CHM29,1779.79
PR7K4,Transportation,2022-06-06,"Daily use helps to clean the skin, effectively eliminating acne and blackhead",Transportation 611125384,PCL39,113.33
S81F0,Transportation,2022-07-15,For everyday office use,Transportation 800170052,3S3MN,295.94
TX1UO,Transportation,2022-06-24,make a great gift for kids 3 to 7 years olds,Transportation 78412163,SNR6X,768.4
D1QIO,Transportation,2022-08-12,make a great gift for kids 3 to 7 years olds,Transportation 57545317,UVBIT,1147.81
HO8RY,Transportation,2022-02-18,For everyday office use,Transportation 607136384,85TQL,1868.32
6JI8O,Transportation,2022-01-07,For your lovely pet,Transportation 675134952,ISPDE,623.0
2DMBL,Transportation,2022-10-27,,Transportation 922171070,1HBQW,1168.29
2HRYS,Transportation,2022-03-30,For your lovely pet,Transportation 90457307,7E9AJ,606.47
TLFZ2,Transportation,2022-03-27,,Transportation 514198800,BF3QQ,1148.53
WMS35,Transportation,2022-02-21,Suitable for all skin types,Transportation 855179548,670AO,462.82
RUZMY,Transportation,2022-07-13,,Transportation 86427864,BJLLH,1576.17
IISIG,Transportation,2022-09-27,,Transportation 763185412,84ZNK,1835.87
2V5MU,Transportation,2022-10-24,Set of 10,Transportation 81249545,HH8AJ,516.45
W4E8K,Transportation,2022-06-15,For your lovely pet,Transportation 52671736,CUVCD,839.46
0DVVQ,Transportation,2022-03-23,cotton feels great for comfort that lasts.,Transportation 729178001,N3780,50.98
ZART8,Transportation,2022-08-19,make a great gift for kids 3 to 7 years olds,Transportation 55856449,JQY1C,469.76
ZJJC7,Transportation,2022-02-19,,Transportation 746196873,0HGJC,883.41
W55QN,Transportation,2022-04-21,,Transportation 97575849,W3UYZ,637.2
AYPQR,Transportation,2022-04-12,For everyday office use,Transportation 944163023,8K3RE,819.5
3BLET,Transportation,2022-01-12,Reams of high-bandwidth DDR4 RAM,Transportation 7617154,8X3PV,1207.43
XQDJ3,Transportation,2022-08-24,,Transportation 79274784,T4T3I,287.27
KPE6R,Transportation,2022-05-04,For your lovely pet,Transportation 7934538,6ZG2P,1166.93
C8CXO,Transportation,2022-08-28,make a great gift for kids 3 to 7 years olds,Transportation 516125430,AADER,1749.23
L9GRS,Transportation,2022-08-04,for everyday use,Transportation 537149086,VRWGT,814.8
JFTIN,Transportation,2022-09-05,,Transportation 644167919,J4F6P,1969.38
WEEIR,Transportation,2022-03-22,"Display and Graphics17.3 diagonal, FHD ",Transportation 985129855,8LJTP,1779.82
F0FBP,Transportation,2022-03-25,"Unbox the package to find a soft, plush, sparkly doll!",Transportation 61990952,R8LB9,718.46
UBVEC,Transportation,2022-06-19,Imported,Transportation 88620056,KR138,1651.43
AQCDK,Transportation,2022-07-22,Reams of high-bandwidth DDR4 RAM,Transportation 693116428,EJ2DW,1652.1
HB7MT,Transportation,2022-03-25,,Transportation 66130144,08KUN,460.44
HMA19,Transportation,2022-08-13,Professional quality at its best  the best materials to update your cooking!,Transportation 73853281,12TJH,146.37
PA04U,Transportation,2022-04-14,,Transportation 85332718,K99E6,499.3
OJH4H,Transportation,2022-02-23,For your lovely pet,Transportation 63287171,HH8AJ,1017.52
ZPFYZ,Transportation,2022-01-22,,Transportation 751175534,EJ8AM,1428.94
J0YAE,Transportation,2022-07-05,For your lovely pet,Transportation 525132682,LZAU3,986.49
RGAAB,Transportation,2022-08-03,,Transportation 790186939,X7OBY,419.34
6ZJ2S,Transportation,2022-06-14,,Transportation 530152185,QXXKB,927.78
C5UWK,Transportation,2022-03-09,Set of 12,Transportation 53591124,N7TIV,1880.39
EV5F7,Transportation,2022-06-24,,Transportation 76972489,M2HT6,1420.59
U21FS,Transportation,2022-08-23,,Transportation 540153259,IBCNI,1793.57
MYGHJ,Transportation,2022-05-17,100% Cotton,Transportation 80842096,P35EW,564.67
0XGW8,Transportation,2022-10-09,Professional quality at its best  the best materials to update your cooking!,Transportation 848191377,HQSNA,1209.0
OWPIY,Transportation,2022-07-30,Professional quality at its best  the best materials to update your cooking!,Transportation 910168452,G9Q2G,635.37
YP5J9,Transportation,2022-01-10,Set of 10,Transportation 997140487,1JA6J,1505.1
A6WNT,Transportation,2022-01-10,,Transportation 554142494,0QEPM,1225.26
KYSGP,Transportation,2022-08-31,,Transportation 91381540,NJN0G,349.8
A1XY8,Transportation,2022-01-18,,Transportation 880179550,CVK2U,594.98
CBRBH,Transportation,2022-09-25,Professional quality at its best  the best materials to update your cooking!,Transportation 603105741,6EBHW,1163.35
601WD,Transportation,2022-01-06,,Transportation 539199036,EXO6D,212.9
L71JQ,Transportation,2022-08-04,"Unbox the package to find a soft, plush, sparkly doll!",Transportation 895186771,RVZRR,28.4
GJN3W,Transportation,2022-03-31,"Display and Graphics17.3 diagonal, FHD ",Transportation 71822950,XMWLA,393.49
V2A0H,Transportation,2022-02-20,,Transportation 59081942,M63IT,733.61
CT7ZR,Transportation,2022-04-06,,Transportation 80096270,CZOIF,462.17
S2HNZ,Transportation,2022-09-15,,Transportation 899170111,69SJG,1017.54
YLLP9,Transportation,2022-10-16,,Transportation 50188084,C9XKL,1242.47
SSD85,Transportation,2022-06-13,,Transportation 848132580,8HSSP,121.3
GZ08B,Transportation,2022-10-28,,Transportation 60560885,WUSF0,103.45
